authors,Desc,book_edition,book_format,book_isbn,book_pages,rating,book_rating_count,book_review_count,title,genres,image_url
John Irving,"This is the life and times of T. S. Garp, the bastard son of Jenny Fields--a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes--even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries--with more than ten million copies in print--this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""The World According to Garp is a comic and compassionate coming-of-age novel that established John Irving as one of the most imaginative writers of his generation. A worldwide bestseller since its publication in 1978, Irving's classic is filled with stories inside stories about the life and times of T. S. Garp, novelist and bastard son of Jenny Fields--a feminist leader ahead of her time. Beyond that, The World According to Garp virtually defies synopsis.(From author's website: http://www.john-irving.com)",,Hardcover,9.78E+12,610 pages,4.08,188576,4919,The World According to Garp,Fiction|Classics|Contemporary|Literature|Novels,https://images.gr-assets.com/books/1447234581l/7069.jpg
Michael Ende|Ralph Manheim|Roswitha Quadflieg|Miguel SÃ¡enz,,,Hardcover,9.78E+12,396 pages,4.18,136309,5016,The Neverending Story,Fantasy|Classics|Fiction|Young Adult|Childrens,https://images.gr-assets.com/books/1327871159l/27712.jpg
Ernest Hemingway,"A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertionâ€”this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to A Farewell to Arms thirty-nine times to get the words right.",,Paperback,9.78E+12,293 pages,3.79,226697,7987,A Farewell to Arms,Classics|Fiction|Historical|Historical Fiction|War|Literature,https://images.gr-assets.com/books/1313714836l/10799.jpg
Charles Dickens|Jeremy Tambling,"David Copperfield is the story of a young manâ€™s adventures on his journey from an unhappy and impoverished childhood to the discovery of his vocation as a successful novelist. Among the gloriously vivid cast of characters he encounters are his tyrannical stepfather, Mr. Murdstone; his formidable aunt, Betsey Trotwood; the eternally humble yet treacherous Uriah Heep; frivolous, enchanting Dora; and the magnificently impecunious Micawber, one of literatureâ€™s great comic creations.In David Copperfieldâ€”the novel he described as his â€œfavorite childâ€â€”Dickens drew revealingly on his own experiences to create one of his most exuberant and enduringly popular works, filled with tragedy and comedy in equal measure.",,Paperback,9.78E+12,882 pages,3.97,177486,5226,David Copperfield,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1461452762l/58696.jpg
Gregory Maguire|Douglas Smith,"When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale we heard only her side of the story. But what about her arch-nemesis, the mysterious Witch? Where did she come from? How did she become so wicked? And what is the true nature of evil?Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability, and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to become the infamous Wicked Witch of the West, a smart, prickly, and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.An astonishingly rich re-creation of the land of Oz, this book retells the story of Elphaba, the Wicked Witch of the West, who wasn't so wicked after all. Taking readers past the yellow brick road and into a phantasmagoric world rich with imagination and allegory, Gregory Maguire just might change the reputation of one of the most sinister characters in literature.",,Paperback,9.78E+12,406 pages,3.52,538651,23668,Wicked: The Life and Times of the Wicked Witch of the West,Fantasy|Fiction|Adult,https://images.gr-assets.com/books/1437733293l/37442.jpg
Jay Asher,"You canâ€™t stop the future. You canâ€™t rewind the past.The only way to learn the secret . . . is to press play.Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Bakerâ€“his classmate and crushâ€“who committed suicide two weeks earlier. Hannahâ€™s voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, heâ€™ll find out why. Clay spends the night crisscrossing his town with Hannah as his guide. He becomes a firsthand witness to Hannahâ€™s pain, and as he follows Hannahâ€™s recorded words throughout his town, what he discovers changes his life forever.",,Hardcover,9.78E+12,288 pages,3.98,655965,48562,Thirteen Reasons Why,Young Adult|Contemporary|Fiction|Realistic Fiction,https://images.gr-assets.com/books/1333822506l/1217100.jpg
George R.R. Martin,"An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Othersâ€”a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...",,Mass Market Paperback,9.78E+12,1177 pages,4.54,576139,20556,A Storm of Swords,Fantasy|Fiction|Fantasy|Epic Fantasy|Science Fiction Fantasy,https://images.gr-assets.com/books/1497931121l/62291.jpg
James Clavell,"Librarian's note: An alternate cover edition can be found hereA bold English adventurer. An invincible Japanese warlord. A beautiful woman torn between two ways of life, two ways of love. All brought together in an extraordinary saga of a time and a place aflame with conflict, passion, ambition, lust, and the struggle for power...",,Paperback,9.78E+12,1152 pages,4.38,127412,3514,ShÅgun,Historical|Historical Fiction|Fiction|Cultural|Japan|Historical|Classics,https://images.gr-assets.com/books/1397228842l/402093.jpg
Philippa Gregory,"Two sisters competing for the greatest prize: The love of a kingWhen Mary Boleyn comes to court as an innocent girl of fourteen, she catches the eye of Henry VIII. Dazzled, Mary falls in love with both her golden prince and her growing role as unofficial queen. However, she soon realises just how much she is a pawn in her family's ambitious plots as the king's interest begins to wane and she is forced to step aside for her best friend and rival: her sister, Anne. Then Mary knows that she must defy her family and her king and take fate into her own hands.A rich and compelling novel of love, sex, ambition, and intrigue, The Other Boleyn Girl introduces a woman of extraordinary determination and desire who lived at the heart of the most exciting and glamourous court in Europe and survived by following her heart.",First Touchstone Edition 2003,Paperback,9.78E+12,661 pages,4.05,419008,16309,The Other Boleyn Girl,Historical|Historical Fiction|Fiction|Historical|Romance,https://images.gr-assets.com/books/1355932638l/37470.jpg
Jonathan Safran Foer,"Nine-year-old Oskar Schell is an inventor, amateur entomologist, Francophile, letter writer, pacifist, natural historian, percussionist, romantic, Great Explorer, jeweller, detective, vegan, and collector of butterflies. When his father is killed in the September 11th attacks on the World Trade Centre, Oskar sets out to solve the mystery of a key he discovers in his father's closet. It is a search which leads him into the lives of strangers, through the five boroughs of New York, into history, to the bombings of Dresden and Hiroshima, and on an inward journey which brings him ever closer to some kind of peace.",,Paperback,9.78E+12,326 pages,3.97,346950,22110,Extremely Loud and Incredibly Close,Fiction|Contemporary|Historical|Historical Fiction,https://images.gr-assets.com/books/1327879967l/4588.jpg
